source_id,university_id,title,publisher,source_type,url,archived_url,published_date,date_precision,accessed_date,document_status,confidence,workflow_status,created_by,verified_by,notes
src-uchile-013,uchile,CE3 convoca a Programa de Visitas Académicas de América Latina y el Caribe,"Facultad de Derecho, Universidad de Chile",noticia-institucional,https://derecho.uchile.cl/noticias/238418/ce3-convoca-a-programa-de-visitas-academicas-de-america-latina-y-el-caribe,,2026-04-02,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-3b,,"Estadías de cuatro a seis semanas con colaboración en proyectos, publicaciones y cursos."
src-uchile-014,uchile,Diploma en Derecho e Inteligencia Artificial para la Contraloría General de la República,"Siembra Abierta, Universidad de Chile",pagina-institucional,https://siembraabierta.uchile.cl/initiatives/161445,,FECHA_NO_DECLARADA,FECHA_NO_DECLARADA,2026-09-01,vigente,70,PROPUESTO,intento-3a,,"Iniciativa ejecutada entre julio y noviembre de 2025, alcance nacional. El documento fuente declara timeout al abrir el original."
src-uchile-015,uchile,Lineamientos para el uso de IA en trabajos de titulación,Universidad de Chile,politica,https://uchile.cl/informacion-y-bibliotecas/lineamientos-uso-ia-en-tesis,,2026,anio,2026-09-01,vigente,85,FUENTE_ABIERTA,intento-3a,,"Política universitaria aplicable a Derecho, no dictada por la Facultad de Derecho."
src-uchile-016,uchile,Curso institucional sobre IA generativa en línea,"Vicerrectoría de Tecnologías de la Información, Universidad de Chile",pagina-institucional,https://vti.uchile.cl/curso-sobre-ia-online,,2025-09-09,dia,2026-09-01,vigente,70,FUENTE_ABIERTA,intento-3a,,"Capacitación de 27 horas dirigida a toda la comunidad universitaria. Atribución a la universidad, no a Derecho."
src-udp-001,udp,Académico Rafael Mery es nombrado director de Inteligencia Artificial y Derecho UDP,Facultad de Derecho UDP,noticia-institucional,https://derecho.udp.cl/academico-rafael-mery-es-nombrado-director-de-inteligencia-artificial-y-derecho-udp,,2025-09-12,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b; intento-3b,,"El nombramiento y la creación de la Dirección están documentados; los cambios de malla que anuncia, no. El registro se parte en dos en vez de promediarse."
src-udp-002,udp,Dirección de Inteligencia Artificial y Derecho,Facultad de Derecho UDP,pagina-institucional,https://derecho.udp.cl/direccion-de-inteligencia-artificial-y-derecho,,FECHA_NO_DECLARADA,FECHA_NO_DECLARADA,2026-09-01,vigente,70,FUENTE_ABIERTA,intento-3b,,"Anuncia trabajo desde el primer semestre, un taller de IA en escritura legal y formación posterior. Anuncio, no ejecución acreditada (L-3)."
src-udp-003,udp,Nuevo convenio entre UDP y sector tecnológico busca potenciar desarrollos en inteligencia artificial y derecho,Vicerrectoría de Investigación e Innovación UDP,noticia-institucional,https://investigacioneinnovacion.udp.cl/nuevo-convenio-entre-udp-y-sector-tecnologico-busca-potenciar-desarrollos-en-inteligencia-artificial-y-derecho,,2026-04-07,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b,,"Convenio I+D+i con Quantico y Merlín Research, suscrito por la Vicerrectoría con participación de Derecho."
src-uandes-001,uandes,Investigación aplicará IA para mejorar la certeza jurídica en la evaluación ambiental de proyectos en Chile,Universidad de los Andes,noticia-institucional,https://uandes.cl/actualidad/noticias/investigacion-aplicara-ia-para-mejorar-la-certeza-juridica-en-la-evaluacion-ambiental-de-proyectos-en-chile,,2025-09-22,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b,,Proyecto FONDEF en curso. Consta por noticia universitaria; falta verificación en ANID (L-8).
src-uandes-002,uandes,Investigación aplicará IA para agilizar la evaluación ambiental de proyectos en Chile,Investiga UANDES,noticia-institucional,https://investiga.uandes.cl/es/investigacion-aplicara-ia-para-agilizar-la-evaluacion-ambiental-de-proyectos-en-chile,,2025-11-05,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-3b,,"Describe equipo interfacultades e interuniversitario, con participación de la PUCV. Misma iniciativa que src-uandes-001: no se cuenta dos veces."
src-uandes-003,uandes,IA al servicio de la edificación: prototipo del CET e Ingeniería fue finalista en concurso del Gobierno y el BID,Universidad de los Andes,noticia-institucional,https://uandes.cl/actualidad/noticias/ia-al-servicio-de-la-edificacion-prototipo-del-cet-e-ingenieria-fue-finalista-en-concurso-del-gobierno-y-el-bid,,2025-10-27,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b,,DOMus AI lo desarrollan el CET e Ingeniería: la unidad principal no es Derecho. Se atribuye a la universidad.
src-uandes-004,uandes,"Curso en Compliance, ética pública y nuevas tecnologías",Postgrados UANDES,programa-postgrado,https://postgrados.uandes.cl/cursos/curso-en-compliance-etica-publica-y-nuevas-tecnologias,,FECHA_NO_DECLARADA,FECHA_NO_DECLARADA,2026-09-01,vigente,75,FUENTE_ABIERTA,intento-3b,,Curso de la Facultad de Derecho iniciado el 05-08-2026; incluye legalidad y control en la implementación de IA por la Administración.
src-uandes-005,uandes,Seminario: el uso de obras ajenas por los sistemas de inteligencia artificial generativa,Postgrados UANDES,noticia-institucional,https://postgrados.uandes.cl/seminarios/seminario-el-uso-de-obras-ajenas-por-los-sistemas-de-inteligencia-artificial-generativa-hacia-una-nueva-excepcion-de-los-derechos-de-autor,,2026-05-14,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-3b,,Actividad de la Facultad de Derecho sobre excepción de minería de datos.
src-uai-001,uai,Laboratorio de Justicia Centrada en las Personas UAI dicta curso de IA para la Academia Judicial,Facultad de Derecho UAI,noticia-institucional,https://uai.cl/noticias/derecho/laboratorio-de-justicia-centrada-en-las-personas-uai-dicta-curso-de-ia-para-la-academia-judicial,,2026-04-22,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b; intento-3b,,"Nueva versión de una formación aplicada: la fuente prueba recurrencia, no cobertura ni resultados."
src-uai-002,uai,"Facultad de Derecho firma convenio con Legu, legaltech que impulsa el acceso al derecho mediante IA",Universidad Adolfo Ibáñez,noticia-institucional,https://alumni.uai.cl/news/noticias-uai/905/905-Facultad-de-Derecho-firma-convenio-con-Legu-legaltech-que-impulsa-el-acceso-al-derecho-mediante-IA,,2026-01-12,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b; intento-3b,,"Convenio firmado el 06-01-2026. No hay evidencia pública de cobertura estudiantil, productos ni resultados: existir no es funcionar (L-3)."
src-uai-003,uai,"Ricardo Lillo, Esteban Pereira y Javier Wilenmann se adjudican proyectos Fondecyt Regular 2026",Universidad Adolfo Ibáñez,noticia-institucional,https://uai.cl/noticias/derecho/ricardo-lillo-esteban-pereira-y-javier-wilenmann-se-adjudican-proyectos-fondecyt-regular-2026,,2026-01-29,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-3b,,Fondecyt Regular sobre debido proceso en la era de la IA. Consta por noticia universitaria; falta verificación en ANID (L-8).
src-unab-001,unab,Facultad de Derecho UNAB presentó su cuenta pública 2025,Universidad Andrés Bello,resultado-institucional,https://noticias.unab.cl/facultad-de-derecho-unab-presento-su-cuenta-publica-2025-con-foco-en-innovacion-internacionalizacion-y-fortalecimiento-academico,,2026-03-01,dia,2026-09-01,vigente,60,FUENTE_ABIERTA,intento-2b; intento-3b,,Informa asistentes de IA generativa integrados en Canvas en asignaturas nombradas de primer ciclo. Es la institución describiéndose a sí misma.
src-unab-002,unab,UNAB lanzó Asesor Virtual de Insolvencia,Universidad Andrés Bello,noticia-institucional,https://noticias.unab.cl/unab-lanzo-asesor-virtual-de-insolvencia,,2025-10-27,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b; intento-3b,,Lanzamiento el 23-10-2025 con la Superintendencia de Insolvencia y Reemprendimiento.
src-unab-003,unab,"UNAB impulsa MIAsistentes, un ecosistema de inteligencia artificial para acompañar el aprendizaje",Universidad Andrés Bello,noticia-institucional,https://noticias.unab.cl/unab-impulsa-miasistentes-un-ecosistema-de-inteligencia-artificial-para-acompanar-el-aprendizaje-y-la-experiencia-universitaria,,2026-08-31,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-3b,,Capacidad de toda la universidad. No se atribuye a Derecho sin datos de aplicación específica.
src-unab-004,unab,"Diplomado en Derecho, Innovación y Tecnología",Postgrado UNAB,programa-postgrado,https://postgrado.unab.cl/programas/diplomado-en-derecho-innovacion-y-tecnologia,,FECHA_NO_DECLARADA,FECHA_NO_DECLARADA,2026-09-01,vigente,75,PROPUESTO,intento-2b,,"RECUPERADA EN LA RONDA 3: citada en la tabla-resumen de intento-2b sin registro propio, quedó fuera del inventario de 72. Falta comprobar si la IA es componente sustantivo o si el programa es ADYACENTE."
src-udd-001,udd,Carrera de Derecho · malla y admisión,Facultad de Derecho UDD,curricular,https://derecho.udd.cl/carrera/derecho,,FECHA_NO_DECLARADA,FECHA_NO_DECLARADA,2026-09-01,vigente,75,FUENTE_ABIERTA,intento-2b; intento-3b,,"La malla declara «LegalTech + IA» con talleres propios, pero la página está orientada a Admisión 2027: prueba diseño curricular anunciado, no curso dictado (L-3)."
src-udd-002,udd,Estudiantes de debate y litigación UDD entrenan con inteligencia artificial en RealitecUDD,Facultad de Derecho UDD,noticia-institucional,https://derecho.udd.cl/noticias/2025/04/estudiantes-de-debate-y-litigacion-udd-entrenan-con-inteligencia-artificial-en-realitecudd,,2025-04-09,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b,,Entrenamiento práctico con IA y realidad virtual. La realidad virtual no es IA: sólo el componente de IA cuenta.
src-udd-003,udd,Workshop del Doctorado aborda los desafíos regulatorios de la IA,Facultad de Derecho UDD,noticia-institucional,https://derecho.udd.cl/noticias/2026/01/workshop-del-doctorado-aborda-los-desafios-regulatorios-de-la-ia-y-el-rol-del-derecho-ante-los-avances-tecnologicos,,2026-01-14,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-3b,,Actividad de formación doctoral sobre regulación de IA.
src-udd-004,udd,Estudiantes de Derecho UDD Concepción destacan en el cierre de una nueva edición de Incuba UDD,Facultad de Derecho UDD,noticia-institucional,https://derecho.udd.cl/noticias/2026/06/estudiantes-de-derecho-udd-concepcion-destacan-en-el-cierre-de-una-nueva-edicion-de-incuba-udd,,2026-06-30,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-3b,,"Proyecto estudiantil Hereda Fácil. Atribución estudiantil, no de la Facultad."
src-uautonoma-001,uautonoma,Alfabetización en IA generativa en Derecho alcanza al 80 % de docentes y se amplía a estudiantes,Universidad Autónoma de Chile,noticia-institucional,https://uautonoma.cl/noticias/alfabetizacion-en-ia-generativa-en-derecho-alcanza-al-80-de-docentes-y-se-amplia-a-estudiantes,,2026-05-27,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b; intento-3b,,"Derriba el cero heredado de uso interno. Acredita capacitación, no adopción: cuántos docentes implementaron después actividades en sus cursos queda pendiente."
src-uautonoma-002,uautonoma,Facultad de Derecho pone en marcha programa de formación en inteligencia artificial para estudiantes de sus clínicas jurídicas,Universidad Autónoma de Chile,noticia-institucional,https://uautonoma.cl/noticias/facultad-de-derecho-pone-en-marcha-innovador-programa-de-formacion-en-inteligencia-artificial-para-estudiantes-de-sus-clinicas-juridicas,,2026-08-10,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b; intento-3b,,Programa de 18 semanas en las tres sedes. Programado y en marcha al corte; sin resultados publicados.
src-uautonoma-003,uautonoma,Estudiantes de Derecho egresan del Minor en Inteligencia Artificial y Derecho,Universidad Autónoma de Chile,noticia-institucional,https://uautonoma.cl/noticias/estudiantes-de-derecho-egresan-del-minor-en-inteligencia-artificial-y-derecho,,2026-01-09,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-3b,,Ceremonia de enero de 2026 correspondiente al año académico 2025: publication_date y fact_period no coinciden.
src-ucentral-001,ucentral,U. Central destaca en el Latin America Innovation Showcase del QS Reimagine Education Conference 2025,Universidad Central de Chile,noticia-institucional,https://noticias.ucentral.cl/noticias/u-central-destaca-en-el-latin-america-innovation-showcase-del-qs-reimagine-education-conference-2025-con-innovadora-practica-docente,,2025-12-03,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b,,"Docente iLex, asistente generativo desarrollado por Derecho para retroalimentación y rúbricas."
src-ucentral-002,ucentral,Inteligencia artificial y derechos fundamentales · Revista DIE,Universidad Central de Chile,noticia-institucional,https://noticias.ucentral.cl/noticias/inteligencia-artificial-derechos-fundamentales-revista-die,,2026-08-25,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b; intento-3b,,Número de la revista del Doctorado dedicado a Derecho e IA.
src-ucentral-003,ucentral,Programa de IA & LegalTech · FACDEH,"Facultad de Ciencias Jurídicas y Sociales, Universidad Central",pagina-institucional,https://facdeh.ucentral.cl/legal-tech,,FECHA_NO_DECLARADA,FECHA_NO_DECLARADA,2026-09-01,vigente,70,FUENTE_ABIERTA,intento-3b,,"La unidad vigente es Programa IA & LegalTech; sustituye la denominación «Cátedra LegalTech» del antecedente, que se conserva como antecedente."
src-ucentral-004,ucentral,"Universidad Central presenta IDEA UCEN, nueva plataforma de búsqueda",Universidad Central de Chile,noticia-institucional,https://noticias.ucentral.cl/noticias/universidad-central-presenta-idea-ucen-nueva-plataforma-de-busqueda,,FECHA_NO_DECLARADA,FECHA_NO_DECLARADA,2026-09-01,vigente,50,PROPUESTO,intento-2b,,"RECUPERADA EN LA RONDA 3: citada en la tabla-resumen de intento-2b sin registro propio, quedó fuera del inventario de 72. Infraestructura de la universidad; falta comprobar vigencia en 2026 (L-10)."
src-pucv-001,pucv,Legal Management Innovation Lab: nuevo laboratorio de innovación,Facultad de Derecho PUCV,noticia-institucional,https://pucv.cl/uuaa/derecho/noticias/legal-management-innovation-lab-nuevo-laboratorio-de-innovacion,,2022-01-06,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2a,,"LMIL nace como laboratorio de transformación digital e innovación legal: ADYACENTE, no IA específica."
src-pucv-002,pucv,"Núcleo de Derecho, Inteligencia Artificial y Tecnología PUCV",Facultad de Derecho PUCV,noticia-institucional,https://pucv.cl/uuaa/derecho/noticias/nucleo-de-derecho-inteligencia-artificial-y-tecnologia-pucv-desarrolla,,2023-11-20,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2a,,"Afirma que el Núcleo se oficializó en 2020. En 2026 la unidad es Programa DIAT, no «Centro DIAT»."
src-pucv-003,pucv,Tecnología jurídica en acción: el Programa DIAT PUCV integra la inteligencia artificial,Facultad de Derecho PUCV,noticia-institucional,https://pucv.cl/uuaa/derecho-pucv/noticias/tecnologia-juridica-en-accion-programa-diat-pucv-integra-la,,2024-04-24,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2a; intento-3a,,Prompts Socráticos y chatbot en Filosofía del Derecho: IA aplicada dentro de una asignatura jurídica.
src-pucv-004,pucv,"ScribeClaroPUCV, herramienta para una redacción jurídica clara",Facultad de Derecho PUCV,noticia-institucional,https://pucv.cl/uuaa/derecho-pucv/noticias/scribeclaropucv-innovadora-herramienta-para-una-redaccion-juridica-clara,,2025-01-30,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2a,,"Herramienta creada inicialmente para estudiantes de Derecho, con apoyo del Programa de Desarrollo Docente."
src-pucv-005,pucv,Destacada participación de estudiantes en la jornada de cierre del Taller de IA y Prompting Jurídico,Facultad de Derecho PUCV,noticia-institucional,https://pucv.cl/uuaa/derecho-pucv/noticias/destacada-participacion-de-estudiantes-en-la-jornada-de-cierre-del,,2025-10-07,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2a; intento-3a; intento-3b,,Edición 2025: tres jornadas y cerca de 90 participantes. Cuántos asistieron no dice si algo cambió.
src-pucv-006,pucv,Facultad y Escuela de Derecho PUCV se adjudican dos proyectos de Vinculación con el Medio,Facultad de Derecho PUCV,noticia-institucional,https://pucv.cl/uuaa/derecho-pucv/noticias/facultad-y-escuela-de-derecho-pucv-se-adjudican-dos-proyectos-de,,2026-06-03,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2a; intento-2b; intento-3a; intento-3b,,"Adjudicación competitiva interna. Financiamiento concursable, no basal."
src-pucv-007,pucv,Universidad presentó decálogo para el uso ético de la inteligencia artificial,Pontificia Universidad Católica de Valparaíso,noticia-institucional,https://pucv.cl/pucv/noticias/destacadas/universidad-presento-decalogo-para-el-uso-etico-de-la-inteligencia,,2026-01-09,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2a; intento-2b; intento-3a; intento-3b,,"Lineamiento universitario liderado desde la Unidad de Integridad Académica, con liderazgo de una profesora de Derecho. No es política propia de la Escuela de Derecho."
